Rank,party,total_allocation,state_component,iplc_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
131,Egypt,5.4205,2.7102,2.7102,5.1023,0.3182,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
132,Nigeria,5.3934,2.6967,2.6967,5.1023,0.2911,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
133,Pakistan,5.3487,2.6743,2.6743,5.1023,0.2464,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
134,Türkiye,5.3483,2.6741,2.6741,5.1023,0.2460,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
135,Thailand,5.2656,2.6328,2.6328,5.1023,0.1633,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
136,Iraq,5.2411,2.6205,2.6205,5.1023,0.1388,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
137,Malaysia,5.2073,2.6037,2.6037,5.1023,0.1050,0.0000,Upper middle income,False,False,False,Band 4: 0.1% - 1.0%
138,Viet Nam,5.2025,2.6012,2.6012,5.1023,0.1002,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
139,Philippines,5.1976,2.5988,2.5988,5.1023,0.0953,0.0000,Lower middle income,False,False,False,Band 4: 0.1% - 1.0%
140,China,5.1489,2.5745,2.5745,2.1483,3.0006,0.0000,Upper middle income,False,False,False,Band 6: > 10.0%
141,India,4.9784,2.4892,2.4892,4.0281,0.9503,0.0000,Lower middle income,False,False,False,Band 5: 1.0% - 10.0%
142,Mexico,4.6494,2.3247,2.3247,4.0281,0.6213,0.0000,Upper middle income,False,False,False,Band 5: 1.0% - 10.0%
