Rank,party,total_allocation,state_component,iplc_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt,WB Income Group,is_ldc,is_sids,is_eu_ms,un_band
96,Algeria,0.3335,0.1667,0.1667,0.2954,0.0381,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
97,Libya,0.3235,0.1618,0.1618,0.2954,0.0281,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
98,Bolivia (Plurinational State of),0.3127,0.1564,0.1564,0.2954,0.0173,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
99,Venezuela (Bolivarian Republic of),0.3095,0.1547,0.1547,0.2954,0.0141,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
100,Kenya,0.3047,0.1523,0.1523,0.2954,0.0093,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
101,Ukraine,0.3047,0.1523,0.1523,0.2954,0.0093,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
102,Botswana,0.3045,0.1522,0.1522,0.2954,0.0091,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
103,Cameroon,0.3030,0.1515,0.1515,0.2954,0.0076,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
104,Turkmenistan,0.3029,0.1515,0.1515,0.2954,0.0075,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
105,Morocco,0.3025,0.1513,0.1513,0.2954,0.0071,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
106,Uzbekistan,0.3024,0.1512,0.1512,0.2954,0.0070,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
107,Paraguay,0.3017,0.1509,0.1509,0.2954,0.0063,0.0000,Upper middle income,False,False,False,Band 3: 0.01% - 0.1%
108,Côte d’Ivoire,0.3005,0.1502,0.1502,0.2954,0.0051,0.0000,Lower middle income,False,False,False,Band 3: 0.01% - 0.1%
