party,un_share,region,sub_region,intermediate_region,is_ldc,is_sids,has_income_data,WB Income Group,is_eu_ms,is_cbd_party,land_area_km2,has_land_area,un_band,un_band_weight,eligible,iusaf_share,tsac_share,sosac_share,final_share,inverted_share,total_allocation,iplc_component,state_component,component_iusaf_amt,component_tsac_amt,component_sosac_amt
Venezuela (Bolivarian Republic of),0.069,Americas,Latin America and the Caribbean,South America,False,False,False,Lower middle income,False,True,882050.0,True,Band 3: 0.01% - 0.1%,1.1,True,0.006251776072747941,0.011276518421189275,0.0,0.006315459907987569,0.006315459907987569,6.315459907987568,3.157729953993784,3.157729953993784,5.7516339869281055,0.5638259210594638,0.0
Democratic People's Republic of Korea,0.005,Asia,Eastern Asia,NA,False,False,False,Low income,False,True,120410.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0015393748462053179,0.0,0.006874354363225298,0.006874354363225298,6.874354363225298,3.437177181612649,3.437177181612649,6.7973856209150325,0.07696874231026589,0.0
Lao People's Democratic Republic,0.006,Asia,South-eastern Asia,NA,True,False,False,Lower middle income,False,True,230800.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0029506495681769565,0.0,0.00694491809932388,0.00694491809932388,6.94491809932388,3.47245904966194,3.47245904966194,6.7973856209150325,0.1475324784088478,0.0
Viet Nam,0.159,Asia,South-eastern Asia,NA,False,False,False,Lower middle income,False,True,313429.0,True,Band 4: 0.1% - 1.0%,0.95,True,0.005399261153736857,0.004007015353137502,0.0,0.005167671029094783,0.005167671029094783,5.167671029094784,2.583835514547392,2.583835514547392,4.967320261437909,0.2003507676568751,0.0
Yemen,0.003,Asia,Western Asia,NA,True,False,False,Low income,False,True,527970.0,True,Band 2: 0.001% - 0.01%,1.3,True,0.007388462631429384,0.0067498026538578325,0.0,0.007134875753607924,0.007134875753607924,7.134875753607924,3.567437876803962,3.567437876803962,6.7973856209150325,0.33749013269289163,0.0
Slovakia,0.149,Europe,Eastern Europe,NA,False,False,False,High income,True,True,0.0,False,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
State of Palestine,0.0,Asia,Western Asia,NA,False,False,False,Lower middle income,False,True,6020.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,7.696235008849774e-05,0.0,0.007846985372406386,0.007846985372406386,7.846985372406386,3.923492686203193,3.923492686203193,7.8431372549019605,0.0038481175044248876,0.0
United Kingdom of Great Britain and Northern Ireland,3.991,Europe,Northern Europe,NA,False,False,False,High income,False,True,0.0,False,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cook Islands,0.0,Oceania,Polynesia,NA,False,True,False,High income,False,True,236.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,3.017128674565692e-06,0.02564102564102564,0.008612518880566458,0.008612518880566458,8.612518880566457,4.306259440283228,4.306259440283228,7.8431372549019605,0.0001508564337282846,0.7692307692307692
Niue,0.0,Oceania,Polynesia,NA,False,True,False,High income,False,True,260.0,True,Band 1: <= 0.001%,1.5,True,0.008525149190110827,3.32395531943678e-06,0.02564102564102564,0.0086125342218987,0.0086125342218987,8.6125342218987,4.30626711094935,4.30626711094935,7.8431372549019605,0.000166197765971839,0.7692307692307692
United States of America,22.0,Americas,Northern America,NA,False,False,False,High income,False,False,0.0,False,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
European Union,0.0,Europe,Western Europe,NA,False,False,True,High income,False,True,0.0,True,,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
